Cloverdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501000,435000,1458500,1620000,1558000,3021000,482500,718000,1262000,320000,295000,429000,1585000,2155000,2068000,2200000,,795000,1222500,,430000,495000,455000,,1020000,405000,510000,,,334000,,,,565000,,,,882000,675000,665000,400000,410000,,430000,880500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,4,6,1,2,3,1,1,1,3,5,5,4,,2,3,,1,1,1,,2,1,1,,,1,,,,1,,,,2,2,2,1,1,,1,2,30682000,70
Cockburn Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887000,2075500,535000,,,,512000,,,515000,,,417500,627500,,416000,340000,1135000,525000,,625000,416000,,,,,,,,,,,,,,,,,1250000,,577000,,,,,,825000,,524000,,,,520000,,,,,,,,,535000,,,,523000,,,,485000,,,,,,,,440000,,300000,925000,,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,1,,,1,,,1,1,,1,1,2,1,,1,1,,,,,,,,,,,,,,,,,2,,1,,,,,,2,,1,,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,1,3,,1,16260500,33
Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000,5317500,525000,6092000,1830000,4003000,4385000,5931000,3420000,2010000,895000,3442500,830000,890000,,2502400,3923000,3023250,2401000,3230000,1340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,6,3,3,4,5,3,2,1,4,1,1,,2,4,4,2,4,1,58665650,60
Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965000,1917500,2204000,710000,610000,3160000,3435000,3117500,1095000,2651000,3872500,810000,685000,2882000,3757000,1315000,910000,925000,445000,505000,2612250,,775000,665000,610000,465000,2165000,,1250000,,380000,2243000,900000,,2626000,2437500,699000,640000,520000,,1505000,570000,562500,1240000,1225000,1150000,1510000,,475000,1200000,610000,,,,,880000,2285000,645000,1867000,1350000,,600000,,,985000,630000,1492500,,1397500,,,,1290000,2161000,1012500,2395000,2217000,995000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,1,4,4,4,2,4,5,1,1,4,5,2,1,1,1,1,4,,1,1,1,1,3,,2,,1,4,1,,4,3,1,1,1,,2,1,1,2,1,1,2,,1,1,1,,,,,1,3,1,3,2,,1,,,2,1,2,,2,,,,2,3,2,3,3,1,88209250,125
Coogee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107000,2981000,675000,,,1225000,2615000,5430500,575000,3490000,2637000,780000,1265000,3520500,850000,3127000,2007000,1150000,2844000,1560000,2920000,2360000,1445000,3599000,,,893000,415000,2120000,1435000,2105000,1425000,735000,,2085000,1707500,,,4015000,,1703000,1650000,2612000,865000,795000,,2044000,,650000,2820700,2387000,925000,,1411000,1600000,650000,866000,3680000,1710000,,785000,855000,3400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,1,,,1,4,6,1,4,4,1,2,4,1,4,2,1,4,2,4,3,2,4,,,1,1,3,2,2,2,1,,3,2,,,5,,3,2,4,1,1,,3,,1,4,3,1,,2,2,1,1,5,2,,1,1,4,,103507200,131
Coolbellup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210000,995000,3956000,1005000,1767500,2567000,605000,953000,,752500,2169000,1495500,380000,485000,,377000,1854000,,1431000,880000,737000,2008000,898500,485000,,480000,,,560000,1973000,,,585000,370000,,1345000,370000,,,410000,,551000,1429000,,,475000,510000,415000,,927500,,,1445000,,425000,408000,1480000,397500,,1262000,605000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,2,4,5,1,2,,2,4,3,1,1,,1,4,,3,2,2,4,2,1,,1,,,1,4,,,1,1,,3,1,,,1,,1,3,,,1,1,1,,2,,,3,,1,1,3,1,,3,1,1,43934000,92
Coolbinia,,,,,,,,,,,,,,,,,,,,,895000,,,,1575000,,805000,,1080000,,3220000,1865000,150000,,2103000,,800000,2045000,1000000,2015000,2280000,1641200,1250000,2420000,890000,2775000,2410000,1500000,,2135000,1637000,,850000,1195000,820000,,2683000,2000000,,875000,1220000,3760000,,960000,,,,1152500,1915000,1112500,850000,,2365000,980000,3080000,1645000,2297000,,,3450000,2785000,2330000,710000,5268000,1280000,1387000,1510000,5475000,832500,800000,1385000,,1215000,1660000,1190000,,,,1800000,,1055000,1125000,790000,1785000,,,950000,3950000,2470000,,,599000,,860000,2225000,,,,1275000,1400000,,,,1700000,1250000,3215000,3880000,1900000,3426000,1530000,,,,,,,1402500,,,,,1400000,,2144000,,,,1310000,,,1140000,1290000,,917500,1055000,,1485000,2220000,,,,2125000,,,810000,4000000,1475000,3130000,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,3,2,1,,2,,1,2,1,2,2,2,1,2,1,2,2,1,,3,2,,1,1,1,,2,2,,1,1,4,,1,,,,1,2,1,1,,1,1,4,2,2,,,2,3,2,1,5,1,2,2,4,1,1,1,,1,2,1,,,,2,,1,1,1,1,,,1,2,2,,,1,,1,2,,,,1,1,,,,2,1,2,3,1,2,1,,,,,,,1,,,,,1,,2,,,,1,,,1,1,,1,1,,1,1,,,,1,,,1,2,1,2,160617700,141
Cooloongup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548000,357000,1406000,527500,1544500,940000,585000,580000,1125000,895000,473000,534500,1110000,2105000,315000,350000,885000,1330400,642000,307500,799000,609000,310000,530000,1530500,518000,700000,220000,657000,274000,460000,887000,499000,840000,468000,,1055250,275000,245000,457000,,377500,415000,854000,714000,300000,682000,615000,507500,667000,1599000,1840000,1487000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,5,3,2,2,4,3,2,2,4,6,1,1,3,5,3,1,3,2,1,2,6,2,3,1,2,1,2,3,2,3,2,,4,1,1,2,,1,1,3,3,1,3,2,2,2,5,6,4,37952150,132
Cottesloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910000,6690050,4985500,5815000,3225000,3650000,780000,3420000,6478500,2300000,2810000,3060000,2775000,4940000,1900000,,1870000,,5060000,1450000,,3010000,1351000,1855000,1300000,3257500,,2220000,2790000,2400000,1480000,3450000,3600000,1510000,1765000,1026000,1415000,,6420000,1475000,3430000,,5770000,1950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,2,2,1,2,4,1,2,2,2,3,1,,1,,3,1,,2,1,1,1,2,,1,2,1,1,2,2,1,1,1,1,,3,1,2,,4,1,113593550,69
Craigie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976000,1700000,2128000,1393000,2079000,1449000,1670000,822000,1033000,1850000,1850000,455000,1355000,2110000,881000,515000,2011500,,,,,1234000,840000,1287500,,540000,1395000,1335000,,795000,576000,510000,,775000,909000,545000,,855000,950000,460000,,,1075000,,892500,825000,1151000,919000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,3,5,3,4,2,3,4,4,1,3,5,2,1,4,,,,,3,2,3,,1,3,3,,2,1,1,,2,2,1,,2,2,1,,,2,,2,2,2,2,42146500,94
Crawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803000,,,1000000,970000,1795000,,1910000,,,,,,1600000,770000,,885000,,,,,,950000,,,,,,,1025000,,,,,,805000,,625000,,,,,955000,,,,,2050000,,,,,2454000,815000,815000,,,,,,,,,,,,,,,,,,,,,,,,,,525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,3,,1,,,,,,1,1,,1,,,,,,1,,,,,,,1,,,,,,1,,1,,,,,1,,,,,1,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,20752000,22
Currambine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,1545000,2517500,1190000,995000,3745000,1970000,4309000,2340000,1264000,1469000,1753000,4839000,900000,2023000,725000,2748000,2193000,1872500,438000,470000,3079000,2210000,550000,2393000,990000,3051000,398000,1129000,495000,802000,2015500,1623500,3100000,4453000,1165000,975000,467000,1195000,3241500,,1055000,1096000,1897000,2039500,830000,2155500,2762000,1993000,2702500,3381000,1689000,2192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,2,7,3,8,5,2,3,3,9,2,4,1,5,5,3,1,1,5,4,1,4,2,6,1,2,1,2,4,3,6,8,2,2,1,2,6,,2,2,3,4,1,4,5,4,4,6,3,4,96731000,178
Daglish,,,,,,,1495000,,880000,,,875000,,900000,,,,810000,,,760000,,,,1950000,1985000,,,,880000,,1730000,2460000,,1049000,2010000,1200000,,2700000,,,1375000,1200000,1060000,,,1320000,,1451000,,867500,1100000,262500,910000,,,1000000,579000,1449000,775000,,,2030000,,1100000,1220000,,1250000,,,,5069000,3307000,,980000,1315000,2290000,749000,,2195000,,1010000,,,,,901000,3890000,3600000,,1340000,,,1060000,,1020000,1070000,,750000,,830000,,1715000,,,1010000,620000,,1150000,2675000,,,,,2450000,,915000,,1300000,,,,,,,,1112500,,,,,1612500,,1100000,800000,,,1160000,1225000,699000,,1100000,,1110000,,,,1300000,,1260000,870000,1180000,,,,,1810000,925000,,950000,,,,,,,,1365000,,,,,,,1,,1,,,1,,1,,,,1,,,1,,,,2,2,,,,1,,2,2,,1,2,1,,2,,,1,1,1,,,2,,1,,1,1,1,1,,,1,1,2,1,,,2,,1,1,,1,,,,5,3,,1,1,2,1,,2,,1,,,,,1,3,3,,1,,,1,,1,1,,1,,1,,2,,,1,1,,1,2,,,,,2,,1,,1,,,,,,,,1,,,,,2,,1,1,,,1,1,1,,1,,1,,,,1,,1,1,1,,,,,1,1,,1,,,,,,,,1,103423000,99
Dalkeith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7965000,9145000,5575000,6755000,2430000,2525441,4439000,8775000,,5155000,6225000,2360000,5750000,2133300,4180000,4140000,3400000,1850000,2150000,1000000,3350000,,1350000,6580000,,3525000,,,,4132000,2030000,4130000,,,,,4125000,2160000,3560000,,,,,2330000,1130000,4190000,,1850000,,,,,,,,,,2105000,,,,,3660000,,,1800000,,,,4470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,3,1,2,2,4,,3,3,1,3,1,2,2,2,1,1,1,2,,1,3,,2,,,,2,1,2,,,,,2,1,2,,,,,1,1,2,,1,,,,,,,,,,1,,,,,2,,,1,,,,2,,142429741,73
Darch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833500,3826000,5909000,2388000,1370000,2608000,605000,4530000,5369000,2792000,1625000,3315650,1779500,3464500,2336000,1659000,1105000,1138000,1180000,2217500,460000,3235000,2123000,5325000,1765000,,1580000,430000,2215000,3050888,1152000,1210000,1059000,,490000,1196000,595000,1241000,1640000,620000,1145000,1591500,1242000,995000,1672000,983000,510000,1580000,1050000,1553000,730000,442500,2115000,2420000,,,1523000,640000,1410000,2825000,1570000,2477000,1380000,2263000,1910000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,9,4,2,4,1,8,9,5,3,6,3,7,4,3,2,2,2,4,1,6,3,9,3,,3,1,4,5,2,2,2,,1,2,1,2,3,1,2,3,2,2,3,2,1,3,2,3,1,1,4,4,,,3,1,3,5,3,4,2,4,3,115464538,201
Darling Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000,,,,,,,1220000,,,845000,902000,,,,3030000,,680000,855000,750000,,1805000,,,,550000,,,,1270000,,,,,,3017000,2385000,1410000,,700000,820000,,,1705000,,,750000,915000,900000,,,1250000,950000,,2072000,965000,1150000,1880000,,,249500,1080000,3663000,750000,,730000,,1375000,,,,,,800000,,,,,1772500,,785000,,,,,,,,,,,975000,,1250000,,,600000,1020000,1650000,685000,,,860000,,,,,,740000,,,730000,855000,,,,,970000,,,,,,749000,1050000,,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,2,,1,1,1,,2,,,,1,,,,2,,,,,,4,3,2,,1,1,,,2,,,1,1,1,,,2,1,,2,1,1,2,,,1,1,4,1,,1,,2,,,,,,1,,,,,2,,1,,,,,,,,,,,1,,1,,,1,1,2,1,,,1,,,,,,1,,,1,1,,,,,1,,,,,,1,1,,1,,57715000,68
Darlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137000,4051000,1200000,1410000,1440000,4013000,1145000,1683000,4922000,1305000,610000,3307500,3280000,690000,1477500,2700000,4705500,555000,4254000,1405000,740000,1700000,1360000,3892500,,,1715000,,1670000,,510000,,1330000,1409000,,,1870000,700000,,895000,,2045000,725000,3140000,1255000,,1112500,650000,699000,,,790000,600000,,455000,,445000,560000,1735000,995000,,535000,1160000,1158000,640000,1290750,850000,5368000,2676000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,2,6,2,2,7,2,1,5,5,1,3,4,5,1,5,2,1,1,2,5,,,3,,2,,1,,2,3,,,3,1,,2,,3,1,4,2,,2,1,1,,,1,1,,1,,1,1,2,1,,1,1,2,1,2,1,7,3,91966250,130
Dayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455000,3028000,1356000,1415000,966000,960000,910000,,378500,1462000,1826000,,,970000,880000,1510000,1535000,860000,238000,1864000,,1806500,488000,,2916000,394000,360000,,349000,341000,,,,1298500,482000,530000,806000,,932000,,,,665000,315000,,,,905000,269000,,575000,,,,,,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,3,2,2,2,,1,3,4,,,2,2,2,3,2,1,4,,4,1,,6,1,1,,1,1,,,,3,1,1,2,,2,,,,1,1,,,,2,1,,1,,,,,,,,,,,1,,,,,34345500,74
Dianella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609000,5901500,3558000,3425000,2055000,3927500,3050000,2123000,1802500,453750,3042500,2167000,9139500,4691000,2270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,5,5,3,6,4,4,3,1,4,4,12,8,3,,50215250,74
Doubleview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857500,1460000,4075500,4438500,3765000,5010500,1100000,2259000,1040000,2487000,1539000,1430000,2115000,,2137000,3515000,2540000,5542000,652000,2623500,3391500,4005000,2500000,3031000,3175000,675000,2704000,965000,5776500,1960500,1509000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,5,4,6,1,3,1,3,2,2,2,,3,4,3,7,1,3,3,4,3,3,3,1,3,1,8,3,3,80279000,96
Duncraig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400000,2335000,2974000,1086000,4740000,1422000,8466000,645000,825000,635000,1429500,1100000,,1445000,1781000,1220000,3240000,4987000,2325000,4527000,2199000,1765000,1452000,,1250000,2196000,4535000,,3190400,,1210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,2,6,2,9,1,1,1,2,2,,2,2,2,4,7,4,7,3,3,2,,2,4,6,,4,,2,66379900,93
East Cannington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866000,2609500,3425000,4276000,3334000,645000,440000,3147000,950000,4378120,1001000,960000,3090000,1780875,565000,1118000,,,,,,480000,490000,1470000,1442000,475000,600000,,505000,1033000,541000,444000,546000,,1270000,340000,910000,,385000,449000,,1483000,570000,781000,862000,373000,935000,1040000,,1493000,430000,1455000,,,793000,750000,,,,1151500,812000,,,415000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,8,6,2,1,5,2,7,2,2,5,4,1,2,,,,,,1,1,3,3,1,1,,1,2,1,1,1,,2,1,2,,1,1,,3,1,2,2,1,2,2,,3,1,3,,,2,1,,,,3,2,,,1,,57308995,113
East Fremantle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6045000,2525000,3117000,6550000,1175000,5608000,4290000,2490000,1650000,3518000,745000,820000,3490000,935000,2425000,2070000,4103000,5390000,4484000,5295000,1025000,4364000,3478250,1250000,1380000,3967500,520000,2755000,2260000,1695000,,750000,2070000,495000,2600000,,3700000,5580000,1390000,5595000,,610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,6,2,5,4,2,1,3,1,1,3,1,3,2,4,4,4,4,1,4,3,1,2,3,1,3,2,1,,1,2,1,2,,2,4,1,5,,1,112209750,100
East Perth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,,360000,,,,267000,,,,455000,,790000,,883000,802000,,1380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,1,,2,,2,1,,2,,5612000,11
East Victoria Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715000,2812500,2764000,1462000,2880000,1545388,1450000,4882000,2082000,1657000,4693500,717500,1385000,1152500,2900500,3582000,2663000,435000,680000,2035000,850000,725000,560000,,,1532000,560000,,2055000,605000,3364000,3472000,1044500,725000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,2,4,3,2,7,3,3,7,1,2,2,5,5,4,1,1,3,1,1,1,,,2,1,,4,1,5,5,2,1,,57986388,89
Eden Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,1042000,2307000,455000,2148000,1815000,2510200,1415000,409500,430000,1927000,946000,705000,2008500,420000,484000,310000,1740000,410000,1251500,,461000,2387000,822500,,,1012000,,1605000,,385000,405000,,,1075000,,,925000,,1500000,1227500,,,480000,,380000,,917500,580000,,312000,,,,,380000,641000,,,1130000,602000,,340000,,,505000,,465000,415000,390000,,1045000,335000,,,568000,350000,865000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,5,4,5,3,1,1,4,2,1,4,1,1,1,3,1,2,,1,5,2,,,2,,4,,1,1,,,2,,,2,,3,3,,,1,,1,,2,1,,1,,,,,1,2,,,3,1,,1,,,1,,1,1,1,,2,1,,,1,1,2,,45789200,98
Edgewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3170000,2067000,2068000,1190000,1617000,2103000,2293000,1731000,2105000,1235000,2818000,660000,1263000,,1707500,2520000,1730000,,560000,2275000,,975000,1360000,1151000,1062500,1140000,600000,,,2545000,,492500,1895500,1135000,550000,917600,463750,,,,570000,1328000,2085000,1602000,1430100,,1233000,995000,,,722000,1315000,590000,1856000,453000,,946500,,,640000,,1953000,613000,,,1010000,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,2,3,4,4,3,4,2,5,1,2,,3,4,3,,1,4,,2,3,2,2,2,1,,,4,,1,4,2,1,2,1,,,,1,3,4,3,3,,2,2,,,1,2,1,3,1,,2,,,1,,3,1,,,2,1,,67243950,120
Eglinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679500,,,801000,365000,,1035000,350000,355000,664500,660000,702000,,,495000,540000,444000,385000,436000,1403000,,,,,891360,,1209000,423000,425000,,706500,,340000,428000,1296000,255000,330000,905000,360000,905000,,475000,,,,887000,816000,430000,647500,,,390000,,,,,680000,,327500,,,285000,,505000,400000,747500,265000,700000,370000,450000,,2618500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,1,,3,1,1,2,1,2,,,1,1,1,1,1,3,,,,,3,,3,1,1,,2,,1,1,3,1,1,1,1,2,,1,,,,2,2,1,2,,,1,,,,,2,,1,,,1,,1,1,2,1,2,1,1,,6,,29782860,76
